LAT;;;;;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584
LON;;;;;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327
ASL;;;;;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000
CITY;;;;;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle
DOMAIN;;;;;NEMS4;NEMS4;NEMS4;NEMS12;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4
LEVEL;;;;;2 m above gnd;2 m above gnd;MSL;sfc;sfc;sfc;high cld lay;mid cld lay;low cld lay;sfc;10 m above gnd;10 m above gnd;10 m above gnd
NAME;;;;;Temperature;Relative humidity;Mean Sea Level Pressure;Total Precipitation;Snowfall amount;Total cloud cover;High cloud cover;Medium cloud cover;Low cloud cover;Shortwave Radiation - backwards;Wind speed;Wind direction;Wind Gust
UNIT;;;;;°C;%;hPa;mm;cm;%;%;%;%;W/m2;m/s;°;m/s
AGGREGATION;;;;;;;;;;;;;;;;;
UTC_OFFSET;;;;;1;1;1;1;1;1;1;1;1;1;1;1;1

Year;Month;Day;Hour;Minute;Temperature;Relative humidity;Mean Sea Level Pressure;Total Precipitation;Snowfall amount;Total cloud cover;High cloud cover;Medium cloud cover  ;Low cloud cover;Shortwave Radiation - backwards;Wind speed;Wind direction;Wind Gust
2016;07;17;08;00;18.17;62.00;1020.60;0.00;0.00;0.00;0.00;0.00;0.00;372.91;2.60;112.62;2.90
2016;07;17;09;00;20.68;56.00;1020.50;0.00;0.00;0.00;0.00;0.00;0.00;523.32;2.60;112.62;3.30
2016;07;17;10;00;22.35;52.00;1019.90;0.00;0.00;0.00;0.00;0.00;0.00;654.15;2.67;102.99;3.40
2016;07;17;11;00;23.63;50.00;1019.20;0.00;0.00;0.00;0.00;0.00;0.00;756.50;2.42;97.13;2.80
2016;07;17;12;00;24.72;48.00;1018.30;0.00;0.00;0.00;0.00;0.00;0.00;824.14;1.91;83.99;2.40
2016;07;17;13;00;25.57;50.00;1020.20;0.00;0.00;0.00;0.00;0.00;0.00;851.73;1.66;25.02;2.30
2016;07;17;14;00;26.31;50.00;1019.70;0.00;0.00;0.00;0.00;0.00;0.00;833.93;2.00;360.00;2.10
2016;07;17;15;00;26.95;48.00;1019.20;0.00;0.00;0.00;0.00;0.00;0.00;775.19;2.32;352.57;2.20
2016;07;17;16;00;27.21;46.00;1018.20;0.00;0.00;0.00;0.00;0.00;0.00;678.18;2.53;350.91;2.70
2016;07;17;17;00;27.26;44.00;1018.50;0.00;0.00;0.00;0.00;0.00;0.00;552.69;2.73;351.57;2.70
2016;07;17;18;00;26.92;46.00;1018.70;0.00;0.00;0.00;0.00;0.00;0.00;404.95;2.92;354.09;3.00
2016;07;17;19;00;26.22;50.00;1018.50;0.00;0.00;0.00;0.00;0.00;0.00;248.31;2.62;353.42;3.10
2016;07;17;20;00;24.67;59.00;1018.20;0.00;0.00;0.00;0.00;0.00;0.00;96.12;2.50;357.71;4.40
2016;07;17;21;00;22.95;67.00;1018.90;0.00;0.00;0.00;0.00;0.00;0.00;2.67;2.20;2.60;4.50
2016;07;17;22;00;21.41;73.00;1019.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.14;15.26;3.60
2016;07;17;23;00;20.07;78.00;1019.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.71;81.87;1.10
2016;07;18;00;00;19.46;79.00;1019.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.20;90.00;0.50
2016;07;18;01;00;19.06;80.00;1019.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.14;225.00;0.90
2016;07;18;02;00;18.66;82.00;1019.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.36;213.69;0.80
2016;07;18;03;00;18.33;84.00;1019.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.45;206.57;0.70
2016;07;18;04;00;18.02;85.00;1018.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.51;191.31;0.70
2016;07;18;05;00;17.65;86.00;1019.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.81;172.87;0.60
2016;07;18;06;00;17.87;84.00;1019.30;0.00;0.00;0.00;0.00;0.00;0.00;63.19;0.73;164.05;0.70
2016;07;18;07;00;18.96;81.00;1019.20;0.00;0.00;0.00;0.00;0.00;0.00;210.93;0.71;135.00;1.40
2016;07;18;08;00;20.62;75.00;1018.70;0.00;0.00;0.00;0.00;0.00;0.00;366.68;0.91;96.34;2.00
2016;07;18;09;00;22.62;68.00;1018.90;0.00;0.00;0.00;0.00;0.00;0.00;517.09;0.78;50.19;1.00
2016;07;18;10;00;24.26;62.00;1018.60;0.00;0.00;0.00;0.00;0.00;0.00;647.92;1.00;5.71;1.00
2016;07;18;11;00;25.55;57.00;1018.00;0.00;0.00;0.00;0.00;0.00;0.00;750.27;1.40;4.09;1.60
2016;07;18;12;00;26.56;53.00;1017.50;0.00;0.00;0.00;0.00;0.00;0.00;817.91;2.10;360.00;2.40
2016;07;18;13;00;27.89;51.00;1019.60;0.00;0.00;0.00;0.00;0.00;0.00;844.61;2.06;345.96;3.00
2016;07;18;14;00;28.45;48.00;1019.10;0.00;0.00;0.00;0.00;0.00;0.00;826.81;2.50;343.74;3.50
2016;07;18;15;00;28.77;46.00;1019.00;0.00;0.00;0.00;0.00;0.00;0.00;768.07;2.98;346.43;4.00
2016;07;18;16;00;28.73;46.00;1018.20;0.00;0.00;0.00;0.00;0.00;0.00;671.06;3.44;351.63;4.50
2016;07;18;17;00;28.51;46.00;1018.30;0.00;0.00;0.00;0.00;0.00;0.00;547.35;3.71;356.91;4.60
2016;07;18;18;00;27.94;47.00;1018.60;0.00;0.00;0.00;0.00;0.00;0.00;400.50;3.80;1.51;3.60
2016;07;18;19;00;26.87;54.00;1018.40;0.00;0.00;0.00;0.00;0.00;0.00;245.64;3.30;358.26;4.00
2016;07;18;20;00;25.15;62.00;1018.10;0.00;0.00;4.20;14.00;0.00;0.00;99.68;2.93;352.15;5.10
2016;07;18;21;00;23.03;70.00;1018.60;0.00;0.00;8.70;29.00;0.00;0.00;3.56;1.90;356.99;3.30
2016;07;18;22;00;21.46;77.00;1018.90;0.00;0.00;8.40;28.00;0.00;0.00;0.00;0.22;63.43;1.20
2016;07;18;23;00;20.93;74.00;1019.20;0.00;0.00;1.80;6.00;0.00;0.00;0.00;0.36;146.31;3.80
2016;07;19;00;00;20.15;77.00;1019.40;0.00;0.00;7.80;26.00;0.00;0.00;0.00;0.57;135.00;4.30
2016;07;19;01;00;19.31;80.00;1019.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.92;130.60;4.70
2016;07;19;02;00;18.91;82.00;1019.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.49;132.27;4.10
2016;07;19;03;00;18.52;84.00;1018.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.06;119.05;4.30
2016;07;19;04;00;18.46;81.00;1018.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.42;119.74;3.80
2016;07;19;05;00;17.88;80.00;1018.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.69;121.33;4.40
2016;07;19;06;00;17.26;84.00;1018.80;0.00;0.00;0.00;0.00;0.00;0.00;62.30;2.24;116.57;6.80
2016;07;19;07;00;19.28;79.00;1018.10;0.00;0.00;0.00;0.00;0.00;0.00;210.04;2.44;109.18;4.10
2016;07;19;08;00;22.00;72.00;1018.00;0.00;0.00;0.00;0.00;0.00;0.00;367.57;3.24;98.88;4.60
2016;07;19;09;00;24.28;63.00;1017.90;0.00;0.00;0.00;0.00;0.00;0.00;519.76;4.24;98.13;5.20
2016;07;19;10;00;25.79;57.00;1017.30;0.00;0.00;0.00;0.00;0.00;0.00;653.26;4.33;96.63;4.50
2016;07;19;11;00;27.15;51.00;1016.90;0.00;0.00;0.00;0.00;0.00;0.00;756.50;4.00;92.86;4.40
2016;07;19;12;00;28.19;49.00;1016.10;0.00;0.00;0.00;0.00;0.00;0.00;824.14;3.60;88.41;3.80
2016;07;19;13;00;29.80;45.00;1017.70;0.00;0.00;0.00;0.00;0.00;0.00;849.95;2.90;90.00;2.50
2016;07;19;14;00;30.36;42.00;1016.90;0.00;0.00;0.00;0.00;0.00;0.00;833.93;2.70;90.00;2.60
2016;07;19;15;00;30.72;40.00;1016.50;0.00;0.00;0.00;0.00;0.00;0.00;775.19;2.40;90.00;2.30
2016;07;19;16;00;30.74;39.00;1015.70;0.00;0.00;0.00;0.00;0.00;0.00;678.18;2.50;90.00;2.40
2016;07;19;17;00;30.53;41.00;1015.50;0.00;0.00;0.00;0.00;0.00;0.00;552.69;2.51;94.57;2.30
2016;07;19;18;00;30.03;44.00;1015.70;0.00;0.00;0.00;0.00;0.00;0.00;403.17;2.55;101.31;2.30
2016;07;19;19;00;29.17;48.00;1015.40;0.00;0.00;0.00;0.00;0.00;0.00;245.64;2.47;111.37;2.40
2016;07;19;20;00;27.61;56.00;1015.10;0.00;0.00;0.00;0.00;0.00;0.00;92.56;2.47;121.76;3.90
2016;07;19;21;00;26.25;60.00;1015.40;0.00;0.00;0.00;0.00;0.00;0.00;2.67;2.48;133.36;4.50
2016;07;19;22;00;24.70;63.00;1015.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.28;142.13;2.90
2016;07;19;23;00;23.44;66.00;1015.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.06;140.91;4.80
2016;07;20;00;00;22.87;66.00;1015.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.41;138.37;4.30
2016;07;20;01;00;21.98;72.00;1016.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.91;130.82;4.60
2016;07;20;02;00;21.28;76.00;1015.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.06;128.37;4.10
2016;07;20;03;00;20.74;77.00;1014.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.30;125.13;4.00
2016;07;20;04;00;20.30;78.00;1014.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.33;122.74;3.90
2016;07;20;05;00;19.43;79.00;1014.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.05;121.61;3.10
2016;07;20;06;00;18.46;83.00;1015.20;0.00;0.00;0.00;0.00;0.00;0.00;60.52;2.39;123.02;4.00
2016;07;20;07;00;19.92;83.00;1014.70;0.00;0.00;0.00;0.00;0.00;0.00;210.04;2.42;114.44;2.20
2016;07;20;08;00;22.49;76.00;1014.30;0.00;0.00;0.00;0.00;0.00;0.00;367.57;2.64;119.48;1.20
2016;07;20;09;00;24.90;68.00;1014.20;0.00;0.00;0.00;0.00;0.00;0.00;519.76;2.15;117.76;1.20
2016;07;20;10;00;27.01;58.00;1013.30;0.00;0.00;0.00;0.00;0.00;0.00;653.26;1.53;121.61;1.10
2016;07;20;11;00;28.74;49.00;1012.80;0.00;0.00;0.00;0.00;0.00;0.00;756.50;1.36;107.10;1.10
2016;07;20;12;00;30.00;44.00;1012.40;0.00;0.00;0.00;0.00;0.00;0.00;825.92;1.51;97.59;2.00
2016;07;20;13;00;31.70;42.00;1013.70;0.00;0.00;0.00;0.00;0.00;0.00;851.73;1.73;100.01;2.00
2016;07;20;14;00;32.45;40.00;1012.90;0.00;0.00;0.00;0.00;0.00;0.00;833.93;1.84;102.53;2.20
2016;07;20;15;00;32.93;38.00;1012.40;0.00;0.00;0.00;0.00;0.00;0.00;774.30;2.26;102.80;2.70
2016;07;20;16;00;33.10;37.00;1011.40;0.00;0.00;0.00;0.00;0.00;0.00;675.51;2.45;101.77;2.70
2016;07;20;17;00;33.03;37.00;1011.10;0.00;0.00;0.00;0.00;0.00;0.00;548.24;2.67;102.99;2.70
2016;07;20;18;00;32.68;38.00;1011.10;0.00;0.00;0.00;0.00;0.00;0.00;399.61;3.04;107.24;2.70
2016;07;20;19;00;31.68;44.00;1010.60;0.00;0.00;0.00;0.00;0.00;0.00;242.08;3.04;117.41;3.20
2016;07;20;20;00;29.26;54.00;1010.50;0.00;0.00;0.00;0.00;0.00;0.00;94.34;3.19;138.81;5.00
2016;07;20;21;00;26.27;68.00;1011.00;0.00;0.00;100.00;0.00;100.00;0.00;1.78;3.06;141.63;5.10
2016;07;20;22;00;24.82;72.00;1011.30;0.00;0.00;69.00;0.00;69.00;0.00;0.00;3.12;140.19;5.30
2016;07;20;23;00;23.27;64.00;1011.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.05;148.39;5.60
2016;07;21;00;00;22.03;62.00;1011.30;0.00;0.00;100.00;0.00;100.00;0.00;0.00;3.41;130.24;5.80
2016;07;21;01;00;21.77;68.00;1011.20;0.00;0.00;100.00;100.00;100.00;66.00;0.00;2.52;123.69;3.40
2016;07;21;02;00;22.54;54.00;1011.50;1.10;0.00;100.00;100.00;100.00;91.00;0.00;1.66;212.74;6.30
2016;07;21;03;00;22.49;65.00;1011.40;0.80;0.00;100.00;100.00;100.00;89.00;0.00;0.81;262.87;5.00
2016;07;21;04;00;21.21;73.00;1011.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.15;62.24;3.90
2016;07;21;05;00;20.91;76.00;1012.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.22;214.99;2.40
2016;07;21;06;00;20.68;80.00;1012.90;0.40;0.00;57.00;0.00;57.00;0.00;59.63;0.60;270.00;1.70
2016;07;21;07;00;21.58;82.00;1012.70;0.80;0.00;10.00;0.00;10.00;10.00;199.36;0.22;63.43;1.40
2016;07;21;08;00;23.04;73.00;1012.40;0.00;0.00;0.00;0.00;0.00;0.00;350.66;0.80;90.00;3.30
2016;07;21;09;00;24.69;68.00;1012.40;0.10;0.00;10.00;0.00;10.00;10.00;503.74;0.14;135.00;3.20
2016;07;21;10;00;26.40;65.00;1012.20;0.00;0.00;0.00;0.00;0.00;0.00;628.34;1.68;287.35;4.70
2016;07;21;11;00;27.89;56.00;1011.70;0.00;0.00;10.00;0.00;0.00;10.00;695.09;2.50;270.00;5.30
2016;07;21;12;00;28.59;52.00;1011.10;0.00;0.00;10.00;0.00;0.00;10.00;756.50;3.40;270.00;5.90
2016;07;21;13;00;26.65;62.00;1014.60;0.00;0.00;44.00;0.00;0.00;44.00;294.59;3.58;292.99;5.60
2016;07;21;14;00;27.13;58.00;1014.10;0.00;0.00;10.00;0.00;0.00;10.00;409.40;2.10;295.35;4.70
2016;07;21;15;00;27.37;55.00;1013.80;0.00;0.00;100.00;0.00;0.00;100.00;288.36;1.30;302.47;4.50
2016;07;21;16;00;27.09;55.00;1013.50;0.00;0.00;100.00;0.00;10.00;100.00;244.75;0.36;303.69;3.70
2016;07;21;17;00;26.68;56.00;1013.50;0.00;0.00;100.00;0.00;0.00;100.00;179.78;0.67;116.57;3.80
2016;07;21;18;00;26.13;57.00;1013.80;0.00;0.00;60.00;0.00;0.00;60.00;134.39;2.14;127.41;3.20
2016;07;21;19;00;25.74;59.00;1013.60;0.00;0.00;10.00;17.00;0.00;10.00;201.14;2.20;129.47;2.70
2016;07;21;20;00;24.90;62.00;1013.20;0.00;0.00;5.70;19.00;0.00;0.00;96.12;1.90;108.43;1.90
2016;07;21;21;00;24.09;67.00;1013.40;0.00;0.00;6.60;22.00;0.00;0.00;1.78;2.28;105.26;2.70
2016;07;21;22;00;22.96;72.00;1013.70;0.00;0.00;6.90;23.00;0.00;0.00;0.00;1.84;119.36;2.90
2016;07;21;23;00;21.84;77.00;1013.60;0.00;0.00;100.00;100.00;100.00;0.00;0.00;1.13;135.00;2.00
2016;07;22;00;00;21.15;79.00;1013.50;0.00;0.00;100.00;100.00;100.00;0.00;0.00;1.06;131.19;1.50
2016;07;22;01;00;20.81;80.00;1013.50;0.00;0.00;100.00;100.00;100.00;0.00;0.00;1.08;146.31;1.30
2016;07;22;02;00;20.86;81.00;1013.60;0.00;0.00;100.00;100.00;100.00;0.00;0.00;1.39;120.26;1.80
2016;07;22;03;00;20.65;83.00;1012.70;0.20;0.00;100.00;100.00;100.00;0.00;0.00;2.18;105.95;2.30
2016;07;22;04;00;19.83;88.00;1012.10;0.10;0.00;100.00;54.00;100.00;0.00;0.00;2.56;110.56;2.00
2016;07;22;05;00;18.78;94.00;1012.00;0.70;0.00;88.00;100.00;88.00;0.00;0.00;2.72;107.10;2.60
2016;07;22;06;00;19.22;91.00;1012.10;0.50;0.00;100.00;100.00;100.00;10.00;52.51;2.33;115.46;2.50
2016;07;22;07;00;20.95;84.00;1011.70;0.00;0.00;9.90;33.00;1.00;0.00;206.48;3.20;110.14;2.40
2016;07;22;08;00;22.16;80.00;1011.60;0.00;0.00;66.00;29.00;66.00;66.00;291.92;2.92;95.91;2.70
2016;07;22;09;00;24.19;71.00;1011.20;0.30;0.00;11.10;37.00;0.00;0.00;475.26;3.10;88.15;3.10
2016;07;22;10;00;24.22;67.00;1011.50;1.30;0.00;86.00;71.00;86.00;86.00;419.19;1.71;83.29;2.40
2016;07;22;11;00;23.97;64.00;1011.50;0.90;0.00;100.00;100.00;100.00;74.00;146.85;1.26;108.43;1.60
2016;07;22;12;00;23.78;63.00;1011.20;0.40;0.00;100.00;100.00;100.00;69.00;190.46;1.00;95.71;1.10
2016;07;22;13;00;25.40;62.00;1013.00;1.20;0.00;100.00;100.00;100.00;100.00;252.76;3.52;304.59;4.10
2016;07;22;14;00;24.35;66.00;1013.60;0.80;0.00;100.00;100.00;100.00;90.00;156.64;4.56;296.00;4.10
2016;07;22;15;00;22.37;76.00;1014.30;0.50;0.00;100.00;12.00;100.00;100.00;130.83;5.26;291.19;4.60
2016;07;22;16;00;21.50;82.00;1013.90;0.50;0.00;100.00;17.00;100.00;100.00;140.62;3.81;283.67;3.80
2016;07;22;17;00;21.14;83.00;1014.10;0.80;0.00;100.00;2.00;100.00;85.00;137.95;3.45;280.01;3.10
2016;07;22;18;00;20.84;84.00;1014.50;1.00;0.00;100.00;15.00;100.00;100.00;100.57;3.18;282.72;3.10
2016;07;22;19;00;20.54;84.00;1014.50;1.30;0.00;100.00;21.00;100.00;74.00;61.41;2.57;283.50;2.20
2016;07;22;20;00;20.19;85.00;1013.90;1.50;0.00;82.00;31.00;82.00;3.00;43.61;2.14;280.78;3.00
2016;07;22;21;00;19.69;87.00;1014.30;1.20;0.00;23.00;28.00;23.00;0.00;1.78;2.10;270.00;3.00
2016;07;22;22;00;19.39;89.00;1014.60;1.40;0.00;100.00;39.00;100.00;100.00;0.00;1.75;256.76;1.80
2016;07;22;23;00;19.27;91.00;1014.10;0.30;0.00;100.00;9.00;100.00;100.00;0.00;1.80;270.00;1.90
2016;07;23;00;00;18.91;92.00;1013.80;0.00;0.00;100.00;14.00;100.00;100.00;0.00;1.90;270.00;2.20
2016;07;23;01;00;18.81;92.00;1013.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;1.36;252.90;1.60
2016;07;23;02;00;18.92;90.00;1013.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.72;236.31;0.90
2016;07;23;03;00;18.55;91.00;1013.20;0.00;0.00;100.00;0.00;0.00;100.00;0.00;1.22;189.46;2.10
2016;07;23;04;00;17.82;92.00;1013.10;0.00;0.00;100.00;0.00;100.00;100.00;0.00;1.10;180.00;2.10
2016;07;23;05;00;17.53;92.00;1012.80;0.00;0.00;100.00;0.00;85.00;100.00;0.00;1.10;180.00;1.50
2016;07;23;06;00;18.01;90.00;1013.10;0.00;0.00;100.00;0.00;50.00;100.00;38.27;1.10;180.00;1.20
2016;07;23;07;00;18.99;88.00;1013.10;0.00;0.00;100.00;68.00;0.00;100.00;123.71;1.10;264.81;1.90
2016;07;23;08;00;19.90;86.00;1013.10;0.00;0.00;100.00;42.00;0.00;100.00;210.04;0.95;251.57;1.30
2016;07;23;09;00;21.15;78.00;1013.30;0.00;0.00;100.00;56.00;100.00;0.00;330.19;1.22;279.46;1.80
2016;07;23;10;00;21.53;75.00;1013.40;0.00;0.00;100.00;100.00;100.00;31.00;451.23;1.51;262.41;1.80
2016;07;23;11;00;21.79;73.00;1012.90;0.00;0.00;100.00;100.00;100.00;0.00;269.67;1.80;289.44;1.90
2016;07;23;12;00;22.82;69.00;1012.60;0.00;0.00;100.00;100.00;100.00;0.00;447.67;1.84;292.38;1.80
2016;07;23;13;00;23.80;63.00;1016.10;0.00;0.00;100.00;100.00;100.00;13.00;608.76;1.50;270.00;1.90
2016;07;23;14;00;24.10;62.00;1015.90;0.00;0.00;65.00;50.00;65.00;10.00;598.97;1.14;285.26;2.10
2016;07;23;15;00;23.72;63.00;1016.10;0.30;0.00;100.00;14.00;76.00;100.00;246.53;2.25;290.85;3.30
2016;07;23;16;00;23.22;64.00;1016.00;0.20;0.00;74.00;26.00;74.00;73.00;166.43;2.62;276.58;3.50
2016;07;23;17;00;22.67;67.00;1016.50;0.10;0.00;100.00;79.00;100.00;63.00;144.18;2.92;275.91;3.80
2016;07;23;18;00;22.14;69.00;1017.10;0.00;0.00;72.00;18.00;72.00;10.00;194.91;3.03;277.59;2.80
2016;07;23;19;00;21.71;72.00;1017.10;0.10;0.00;74.00;9.00;74.00;33.00;147.74;2.51;274.57;2.70
2016;07;23;20;00;20.71;79.00;1016.50;0.00;0.00;64.00;0.00;64.00;0.00;77.43;1.81;276.34;2.00
2016;07;23;21;00;20.15;81.00;1016.90;0.00;0.00;32.00;0.00;32.00;0.00;0.89;1.30;274.40;2.40
2016;07;23;22;00;19.52;84.00;1017.30;0.00;0.00;9.00;0.00;9.00;0.00;0.00;1.24;284.04;2.50
2016;07;23;23;00;18.85;85.00;1017.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.34;296.57;2.90
2016;07;24;00;00;17.97;88.00;1017.30;0.00;0.00;2.00;0.00;0.00;2.00;0.00;1.03;299.05;2.60
2016;07;24;01;00;17.50;90.00;1017.50;0.00;0.00;33.00;0.00;0.00;33.00;0.00;0.94;302.01;1.10
2016;07;24;02;00;17.48;90.00;1017.30;0.00;0.00;100.00;0.00;0.00;100.00;0.00;1.08;291.80;1.20
2016;07;24;03;00;17.55;89.00;1016.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.95;288.43;1.30
2016;07;24;04;00;17.38;90.00;1016.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.90;270.00;1.60
2016;07;24;05;00;17.13;89.00;1016.40;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.67;243.43;1.70
2016;07;24;06;00;17.25;88.00;1016.50;0.00;0.00;100.00;0.00;0.00;100.00;46.28;0.76;246.80;1.90
2016;07;24;07;00;17.96;86.00;1016.30;0.00;0.00;100.00;0.00;0.00;100.00;187.79;1.30;270.00;2.70
2016;07;24;08;00;18.87;82.00;1016.50;0.00;0.00;100.00;0.00;0.00;100.00;280.35;1.08;291.80;1.40
2016;07;24;09;00;19.80;80.00;1016.30;0.00;0.00;100.00;0.00;0.00;100.00;335.53;1.12;333.43;1.40
2016;07;24;10;00;21.11;75.00;1015.90;0.00;0.00;5.00;0.00;0.00;5.00;580.28;1.10;360.00;1.30
2016;07;24;11;00;22.46;70.00;1015.40;0.00;0.00;10.00;0.00;0.00;10.00;709.33;0.85;339.44;1.10
2016;07;24;12;00;23.69;62.00;1014.60;0.00;0.00;10.00;0.00;0.00;10.00;764.51;1.17;329.04;1.10
2016;07;24;13;00;23.64;63.00;1017.50;0.00;0.00;16.00;0.00;0.00;16.00;468.14;3.36;323.47;2.90
2016;07;24;14;00;23.84;63.00;1017.40;0.00;0.00;10.00;0.00;0.00;10.00;515.31;3.55;327.65;3.10
2016;07;24;15;00;24.55;60.00;1017.30;0.00;0.00;10.00;0.00;0.00;10.00;538.45;3.50;329.04;3.10
2016;07;24;16;00;24.49;60.00;1016.80;0.00;0.00;10.00;0.00;0.00;10.00;617.66;3.28;328.74;2.90
2016;07;24;17;00;24.22;61.00;1017.00;0.00;0.00;10.00;0.00;0.00;10.00;501.07;3.33;327.26;2.90
2016;07;24;18;00;23.79;63.00;1016.90;0.00;0.00;10.00;0.00;0.00;10.00;364.01;3.04;332.59;2.70
2016;07;24;19;00;23.16;65.00;1017.00;0.00;0.00;0.00;0.00;0.00;0.00;204.70;2.73;331.56;2.60
2016;07;24;20;00;22.10;71.00;1016.60;0.00;0.00;0.00;0.00;0.00;0.00;80.10;2.59;332.45;2.90
2016;07;24;21;00;20.96;76.00;1017.10;0.00;0.00;0.00;0.00;0.00;0.00;0.89;2.16;326.31;3.80
2016;07;24;22;00;20.13;79.00;1017.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.91;312.88;3.70
2016;07;24;23;00;19.52;82.00;1017.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.71;290.56;3.50
2016;07;25;00;00;18.93;85.00;1017.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.50;270.00;3.10
2016;07;25;01;00;18.61;87.00;1017.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.41;261.87;2.60
2016;07;25;02;00;18.24;88.00;1017.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.20;270.00;2.20
2016;07;25;03;00;17.74;91.00;1016.90;0.00;0.00;3.00;0.00;0.00;3.00;0.00;0.95;288.43;1.80
2016;07;25;04;00;17.61;91.00;1016.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.57;315.00;1.60
2016;07;25;05;00;17.04;94.00;1017.20;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.30;360.00;1.40
2016;07;25;06;00;17.05;94.00;1017.30;0.00;0.00;100.00;0.00;0.00;100.00;37.38;0.41;75.96;0.60
2016;07;25;07;00;17.91;90.00;1016.90;0.00;0.00;100.00;18.00;0.00;100.00;166.43;0.50;90.00;1.30
2016;07;25;08;00;19.22;85.00;1016.80;0.00;0.00;100.00;29.00;0.00;100.00;262.55;0.10;270.00;1.30
2016;07;25;09;00;20.56;78.00;1016.90;0.00;0.00;12.00;40.00;0.00;10.00;342.65;1.14;307.87;1.40
2016;07;25;10;00;21.39;73.00;1016.50;0.00;0.00;15.00;50.00;0.00;10.00;472.59;1.42;309.29;1.70
2016;07;25;11;00;22.30;70.00;1016.10;0.00;0.00;45.00;50.00;0.00;45.00;468.14;1.63;317.49;1.80
2016;07;25;12;00;23.16;65.00;1015.80;0.00;0.00;30.00;100.00;3.00;10.00;504.63;1.56;315.00;1.90
2016;07;25;13;00;25.04;58.00;1017.50;0.10;0.00;50.00;19.00;0.00;50.00;647.03;2.47;328.24;1.90
2016;07;25;14;00;24.93;58.00;1017.50;0.20;0.00;54.00;27.00;0.00;54.00;264.33;2.56;329.42;2.00
2016;07;25;15;00;24.89;58.00;1017.50;0.10;0.00;59.00;32.00;0.00;59.00;246.53;2.42;330.26;2.00
2016;07;25;16;00;24.89;58.00;1016.70;0.20;0.00;50.00;32.00;50.00;50.00;372.02;1.79;333.43;1.60
2016;07;25;17;00;25.06;58.00;1016.80;0.20;0.00;57.00;42.00;57.00;57.00;244.75;1.21;335.56;1.20
2016;07;25;18;00;24.67;59.00;1017.00;0.20;0.00;71.00;38.00;71.00;61.00;213.60;0.90;360.00;1.10
2016;07;25;19;00;24.26;62.00;1017.10;0.00;0.00;79.00;26.00;79.00;62.00;113.92;0.82;14.04;1.10
2016;07;25;20;00;23.66;63.00;1016.60;0.00;0.00;56.00;0.00;56.00;7.00;28.48;0.78;50.19;1.00
2016;07;25;21;00;22.78;69.00;1017.10;0.00;0.00;53.00;0.00;53.00;2.00;0.89;1.10;84.81;1.60
